row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name,normalized_points
4918,,214,"['china', 'panda', 'australian', 'koala', 'two', 'animal', 'arent', 'predator', 'panda', 'eat', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'therefore', 'harmless', 'different', 'python', 'python', 'potential', 'dangerous', 'considering', 'swallow', 'entire', 'alligator', 'could', 'conceivably', 'python', 'shacking', 'unto', 'potomac']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4919,,214,"['panda', 'koala', 'similar', 'described', 'specialist', 'animal', 'eat', 'one', 'food', 'exclusively', 'change', 'panda', 'koala', 'bear', 'different', 'python', 'python', 'general', 'animal', 'migrate', 'adapt', 'climate', 'lower', 'state', 'panda', 'koala', 'bear']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",2,2.0,english_language_arts,ASAP_sas,1.0
4920,,214,"['panda', 'china', 'koala', 'australia', 'similar', 'feed', 'one', 'thing', 'panda', 'eat', 'bamboo', 'koala', 'eucalyptus', 'leaf', 'unlike', 'python', 'eat', 'everything', 'including', 'aligators']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4921,,214,"['panda', 'china', 'eat', 'bamboo', 'koala', 'australia', 'eat', 'exclusively', 'eucalyptus', 'leaf', 'restricted', 'one', 'food', 'python', 'eat', 'variety', 'food', 'potentially', 'harming', 'native', 'specie']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",2,2.0,english_language_arts,ASAP_sas,1.0
4922,,214,"['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'different', 'python', 'python', 'general']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",0,2.0,english_language_arts,ASAP_sas,0.0
4923,,214,"['panda', 'similar', 'koala', 'specialist', 'python', 'general']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4924,,214,"['panda', 'similar', 'koala', 'specialist', 'specie', 'survive', 'certain', 'condition', 'able', 'adapt', 'well', 'eat', 'live', 'certain', 'climate', 'different', 'form', 'python', 'reptile', 'also', 'python', 'general', 'specie', 'easily', 'adapt', 'change', 'eat', 'variety', 'food', 'accept', 'change']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",2,2.0,english_language_arts,ASAP_sas,1.0
4925,,214,"['panda', 'china', 'similar', 'koala', 'australia', 'specialist', 'article', 'state', 'koala', 'bear', 'panda', 'eat', 'mainly', 'one', 'type', 'food', 'koala', 'eat', 'eucalyptus', 'leaf', 'panda', 'bamboo', 'different', 'python', 'python', 'federalist', 'like', 'stated', 'article', 'adapt', 'anything']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4926,,214,"['panda', 'koala', 'similar', 'eat', 'mainly', 'one', 'type', 'food', 'panda', 'eat', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'differ', 'python', 'python', 'eat', 'anythingone', 'even', 'attempted', 'alligator']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",2,2.0,english_language_arts,ASAP_sas,1.0
4927,,214,"['panda', 'similar', 'koala', 'due', 'much', 'like', 'eating', 'habitsthey', 'eat', 'bamboo', 'occasional', 'bug', 'python', 'hand', 'arent', 'mammal', 'like', 'panda', 'koala', 'eat', 'mostly', 'rodent']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",0,2.0,english_language_arts,ASAP_sas,0.0
4928,,214,"['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'panda', 'eat', 'bamboo', 'koala', 'exclusively', 'eat', 'eucalyptus', 'leavesthis', 'show', 'unable', 'adopt', 'unlike', 'python', 'whose', 'habitat', 'asia', 'similar', 'third', 'continental', 'united', 'state']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",2,2.0,english_language_arts,ASAP_sas,1.0
4929,,214,"['panda', 'koala', 'similar', 'endangered', 'eat', 'mostly', 'one', 'thing', 'china', 'panda', 'eats', 'almost', 'nothing', 'bamboo', 'australian', 'koala', 'bear', 'eats', 'almost', 'eucalyptus', 'leaf', 'almost', 'exclusively', 'achenbach', '5', 'two', 'different', 'python', 'python', 'eat', 'almost', 'thing']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4930,,214,"['china', 'panda', 'eats', 'almost', 'nothing', 'bamboo', 'koala', 'bear', 'eat', 'eucalyptus', 'leaf', 'two', 'animal', 'similar', 'eat', 'food', 'amount', 'leaf', 'something', 'green', 'two', 'animal', 'different', 'python', 'python', 'hurt', 'wrap', 'pray', 'around', 'panda', 'koala', 'bear', 'stay', 'rain', 'forest', 'python', 'mostly', 'catch', 'hot', 'environment']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",0,2.0,english_language_arts,ASAP_sas,0.0
4931,,214,"['panda', 'china', 'eat', 'nothing', 'bamboo', 'australian', 'koala', 'bear', 'eat', 'eucalyptus', 'leaf', 'almost', 'every', 'day', 'mammal', 'like', 'panda', 'koala', 'bear', 'warm', 'fuzzy', 'animal', 'snake', 'python', 'le', 'well', 'respected', 'supported', 'koala', 'bear', 'panda', 'different', 'python']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4932,,214,"['panda', 'koala', 'similar', 'specialist', 'need', 'specific', 'climate', 'live', 'die', 'python', 'differ', 'two', 'animal', 'python', 'general', 'python', 'much', 'broader', 'range', 'survive']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
4933,,214,"['panda', 'koala', 'beer', 'similar', 'eat', 'one', 'type', 'food', 'panda', 'eats', 'bamboo', 'koala', 'bear', 'eats', 'eucalyptus', 'leaf', 'also', 'specialist', 'python', 'general', 'meaning', 'adapt', 'surroundings', 'panda', 'koala', 'beer', 'cant', 'adapt']","['panda', 'china', 'koala', 'australia', 'similar', 'specialist', 'eat', 'one', 'food', 'different', 'python', 'python', 'federalist', 'python', 'live', 'almost', 'anywhere', 'eat', 'variety', 'thing', 'panda', 'eat', 'nothing', 'bamboo', 'koala', 'eat', 'eucalyptus', 'leaf', 'almost', 'exclusively']",1,2.0,english_language_arts,ASAP_sas,0.5
